timestamp,run_id,total_files,successful,warnings,errors,avg_fields_per_record,missing_creators,invalid_dates,bbox_issues,license_detected,duration_seconds,avg_field_coverage_pct,avg_characters_per_file,files_over_field_limits,avg_fgdc_total_chars,avg_zenodo_total_chars,avg_fgdc_data_chars,avg_zenodo_data_chars,avg_char_difference,avg_char_ratio,avg_data_preservation_ratio
2025-10-11T19:03:07.022511,run_20251011_190307,1,1,0,0,12.0,0,0,0,0,0.1,30.0,0.0,0,4375.0,3208.0,856.0,1430.0,574.0,1.671,1.671
2025-10-11T19:10:25.983584,run_20251011_191025,2,2,1,0,11.5,0,0,1,0,0.1,28.8,0.0,0,5128.0,3542.0,1750.0,2361.0,611.0,1.458,1.458
2025-10-11T19:10:31.900949,run_20251011_191031,2,2,1,0,11.5,0,0,1,0,0.1,28.8,0.0,0,5128.0,3542.0,1750.0,2361.0,611.0,1.458,1.458
2025-10-11T19:45:21.637725,run_20251011_194521,4206,4204,8614,8,11.8,0,6,1000,855,27.0,29.4,0.0,0,4966.0,3320.0,1418.0,1939.0,521.0,1.537,1.537
2025-10-11T19:46:24.215947,run_20251011_194624,4206,4204,8614,8,11.8,0,6,1000,855,24.5,29.4,0.0,0,4966.0,3320.0,1418.0,1939.0,521.0,1.537,1.537
2025-10-11T19:47:56.415902,run_20251011_194756,4206,4204,8620,2,11.8,0,6,1000,855,24.4,29.4,0.0,0,4966.0,3320.0,1418.0,1939.0,521.0,1.537,1.537
2025-10-11T19:50:01.997223,run_20251011_195001,4206,4204,8008,2,11.8,0,6,1000,855,24.5,29.4,0.0,0,4966.0,3324.0,1418.0,1939.0,521.0,1.537,1.537
2025-10-11T21:50:15.290766,run_20251011_215015,0,0,0,0,0.0,0,0,0,0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
